STORE_NUM,TRANSDATE,INVOICE,CAS_CODE,ITE_CODE,QUANTITY,UNT_PRIC,AMOUNT,DISCOUNT,SCHARGE,DT,DEP_CODE,DATE,TIME,CUS_CODE,TRN_CODE,ORNUM,TAG,DISC_CODE,SRNO,SRNAME,TYPE,BACKJOB,DELIVERY,PHONE,RIDER,FREE,INV_FLAG,REC_NO,LPAY_DISC,GC_EXCESS,VAT_FLAG,VATDIV,BDL_CODE,VAT_AMNT,VAT_DISC,VAT_PRIC,TRANSNO,POS,BRANCH
1,2026-02-09T22:05:27,10000000007294,154,BSLD1,1,195,139.2857,34.8214,0,,,2026-02-09,22:05,,S,,S,SC,,,D,1,0,,,0,1,1,0,0,1,0.0,BSLD1,0.0,139.2857,0.0,10000000007294,,
1,2026-02-09T22:08:22,10000000007295,154,COF7,1,165,165.0,0.0,0,,,2026-02-09,22:08,,S,,S,,,,D,1,0,,,0,1,1,0,0,1,17.6786,COF7,147.3214,0.0,147.3214,10000000007295,,
1,2026-02-09T22:08:22,10000000007295,154,NCOF13,1,175,175.0,0.0,0,,,2026-02-09,22:08,,S,,S,,,,D,1,0,,,0,1,1,0,0,1,18.75,NCOF13,156.25,0.0,156.25,10000000007295,,
1,2026-02-09T22:08:22,10000000007295,154,COF78,2,149,298.0,0.0,0,,,2026-02-09,22:08,,S,,S,,,,D,1,0,,,0,1,1,0,0,1,31.9286,COF78,266.0714,0.0,266.0714,10000000007295,,
1,2026-02-09T22:08:22,10000000007295,154,COF15,1,175,175.0,0.0,0,,,2026-02-09,22:08,,S,,S,,,,D,1,0,,,0,1,1,0,0,1,18.75,COF15,156.25,0.0,156.25,10000000007295,,
1,2026-02-09T22:08:22,10000000007295,154,COF9,1,165,165.0,0.0,0,,,2026-02-09,22:08,,S,,S,,,,D,1,0,,,0,1,1,0,0,1,17.6786,COF9,147.3214,0.0,147.3214,10000000007295,,
1,2026-02-09T22:55:34,10000000007296,154,COF1,3,145,310.7143,77.6786,0,,,2026-02-09,22:55,,S,,S,SC,,,D,1,0,,,0,1,1,0,0,1,0.0,COF1,0.0,310.7143,0.0,10000000007296,,
1,2026-02-09T22:55:34,10000000007296,154,BSNK8,2,175,250.0,62.5,0,,,2026-02-09,22:55,,S,,S,SC,,,D,1,0,,,0,1,1,0,0,1,0.0,BSNK8,0.0,250.0,0.0,10000000007296,,
1,2026-02-09T15:00:47,10000000007269,154,BSNK1,1,225,225.0,0.0,0,,,2026-02-09,15:00,,S,,S,,,,D,1,0,,,0,1,1,0,0,1,24.1071,BSNK1,200.8929,0.0,200.8929,10000000007269,,
1,2026-02-09T15:00:47,10000000007269,154,BMLS5,1,255,255.0,0.0,0,,,2026-02-09,15:00,,S,,S,,,,D,1,0,,,0,1,1,0,0,1,27.3214,BMLS5,227.6786,0.0,227.6786,10000000007269,,
1,2026-02-09T15:00:47,10000000007269,154,BSLD1,1,195,195.0,0.0,0,,,2026-02-09,15:00,,S,,S,,,,D,1,0,,,0,1,1,0,0,1,20.8929,BSLD1,174.1071,0.0,174.1071,10000000007269,,
1,2026-02-09T15:00:47,10000000007269,154,COF21,1,175,175.0,0.0,0,,,2026-02-09,15:00,,S,,S,,,,D,1,0,,,0,1,1,0,0,1,18.75,COF21,156.25,0.0,156.25,10000000007269,,
1,2026-02-09T15:00:47,10000000007269,154,NCOF15,1,175,175.0,0.0,0,,,2026-02-09,15:00,,S,,S,,,,D,1,0,,,0,1,1,0,0,1,18.75,NCOF15,156.25,0.0,156.25,10000000007269,,
1,2026-02-09T15:00:47,10000000007269,154,COF7,1,165,165.0,0.0,0,,,2026-02-09,15:00,,S,,S,,,,D,1,0,,,0,1,1,0,0,1,17.6786,COF7,147.3214,0.0,147.3214,10000000007269,,
1,2026-02-09T15:24:59,10000000007270,154,BSNK5,1,195,195.0,0.0,0,,,2026-02-09,15:24,,S,,S,,,,D,1,0,,,0,1,1,0,0,1,20.8929,BSNK5,174.1071,0.0,174.1071,10000000007270,,
1,2026-02-09T15:24:59,10000000007270,154,BSNK4,1,135,135.0,0.0,0,,,2026-02-09,15:24,,S,,S,,,,D,1,0,,,0,1,1,0,0,1,14.4643,BSNK4,120.5357,0.0,120.5357,10000000007270,,
1,2026-02-09T16:48:22,10000000007271,154,BSNK1,1,225,225.0,0.0,0,,,2026-02-09,16:48,,S,,S,,,,T,1,0,,,0,1,1,0,0,1,24.1071,BSNK1,200.8929,0.0,200.8929,10000000007271,,
1,2026-02-09T16:48:22,10000000007271,154,BMLS3,1,385,385.0,0.0,0,,,2026-02-09,16:48,,S,,S,,,,T,1,0,,,0,1,1,0,0,1,41.25,BMLS3,343.75,0.0,343.75,10000000007271,,
1,2026-02-09T16:48:22,10000000007271,154,BSNK6,2,295,590.0,0.0,0,,,2026-02-09,16:48,,S,,S,,,,T,1,0,,,0,1,1,0,0,1,63.2143,BSNK6,526.7857,0.0,526.7857,10000000007271,,
1,2026-02-09T16:48:22,10000000007271,154,COF78,1,149,149.0,0.0,0,,,2026-02-09,16:48,,S,,S,,,,T,1,0,,,0,1,1,0,0,1,15.9643,COF78,133.0357,0.0,133.0357,10000000007271,,
1,2026-02-09T16:48:22,10000000007271,154,COF21,1,175,175.0,0.0,0,,,2026-02-09,16:48,,S,,S,,,,T,1,0,,,0,1,1,0,0,1,18.75,COF21,156.25,0.0,156.25,10000000007271,,
1,2026-02-09T16:48:22,10000000007271,154,COF9,1,165,165.0,0.0,0,,,2026-02-09,16:48,,S,,S,,,,T,1,0,,,0,1,1,0,0,1,17.6786,COF9,147.3214,0.0,147.3214,10000000007271,,
1,2026-02-09T16:48:22,10000000007271,154,BDRNK3,2,99,198.0,0.0,0,,,2026-02-09,16:48,,S,,S,,,,T,1,0,,,0,1,1,0,0,1,21.2143,BDRNK3,176.7857,0.0,176.7857,10000000007271,,
1,2026-02-09T16:50:38,10000000007272,154,BMLS4,2,245,490.0,0.0,0,,,2026-02-09,16:50,,S,,S,,,,D,1,0,,,0,1,1,0,0,1,52.5,BMLS4,437.5,0.0,437.5,10000000007272,,
1,2026-02-09T16:52:13,10000000007273,154,BSNK5,1,195,195.0,0.0,0,,,2026-02-09,16:52,,S,,S,,,,D,1,0,,,0,1,1,0,0,1,20.8929,BSNK5,174.1071,0.0,174.1071,10000000007273,,
1,2026-02-09T16:52:13,10000000007273,154,COF78,1,149,149.0,0.0,0,,,2026-02-09,16:52,,S,,S,,,,D,1,0,,,0,1,1,0,0,1,15.9643,COF78,133.0357,0.0,133.0357,10000000007273,,
1,2026-02-09T16:55:02,10000000007274,154,COF78,1,149,149.0,0.0,0,,,2026-02-09,16:55,,S,,S,,,,D,1,0,,,0,1,1,0,0,1,15.9643,COF78,133.0357,0.0,133.0357,10000000007274,,
